what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381273289084
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1381273289096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273299178
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273299384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273301191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273301668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273304228
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381273309314
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273981185
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273989610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273995781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273998655
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381273999946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274004437
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381274008257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381274008260
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381274009075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274010972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274011146
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274013709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274013962
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274015728
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274016961
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1381274019103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274019401
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381274020683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1381274021242
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381274021969
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381274022532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381274022535
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381274022651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274024200
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274024378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274025838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274025917
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274026946
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274029946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274059893
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381274066326
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381274066330
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381274066447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274068149
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274068213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381274069954
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1381274080677
