what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381279311106
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279311221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279312953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279315198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279317604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279319083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279319512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279319736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279321883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279322491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279328825
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1381279334767
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279335508
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381279335512
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279335639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279342572
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279346263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1381279363266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381279363876
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279365798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381279365802
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279365973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279367569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279370215
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279373799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381279373802
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279373918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279375503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381279377694
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279397558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381279397562
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279397679
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381279403591
