what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382706090221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382706103744
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382706104821
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382706105148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382706105398
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382706105613
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382706106009
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1382706110133
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382706111266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382706111269
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382706111392
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382706112399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382706114156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382706117957
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1382706119041
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382706122788
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382706123150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382706123153
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382706123272
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382706125666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382706134226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382706135305
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382706135693
