what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382668343657
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668343775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1382668347482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1382668347753
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668348124
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382668348128
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668348298
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668355110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382668355114
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668355234
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668375008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382668375012
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668375127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1382668546699
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668547411
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382668547414
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668547561
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382668551291
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668554508
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382668554511
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668554627
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1382668580204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382668581210
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382668586886
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382668587422
