what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382670060274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382670064118
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670067652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382670067655
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670067772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382670070285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382670087644
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670177266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382670177269
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670177386
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1382670180229
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670181750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382670181753
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670181874
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382670202711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382670256848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382670260301
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670276588
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382670276590
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670276757
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1382670284480
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1382670293348
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1382670293402
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1382670297539
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1382670300313
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670300314
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382670300507
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1382670312870
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1382670312911
