what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661746271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661749159
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661750773
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661751113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661751420
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661756483
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382661756487
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661756615
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661758413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661768640
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661783355
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382661783359
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661783493
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661785339
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661791181
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661792025
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661792385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661792712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661792953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661793270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661793512
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661793733
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661793966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661794183
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661794416
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661794646
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661794901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1382661795885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1382661796450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1382661796793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661797165
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661797348
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661797516
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661797700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661797869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661798841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661799548
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661800067
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1382661800564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1382661800774
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1382661801043
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661801570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382661801574
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661801702
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661882072
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382661882075
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661882196
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661912365
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382661912367
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661912493
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661915222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661919033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1382661922673
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382661923536
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661923858
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382661923861
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661924035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661925718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661929917
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382661932068
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661932641
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382661932644
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382661932769
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1382662015253
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1382662015469
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382662017618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382662017823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1382662020307
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382662022406
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662022978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382662022982
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662023378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1382662029004
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382662032405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382662033553
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662038855
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382662038859
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662038991
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382662057671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382662058849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382662059281
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382662060835
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382662061400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382662061645
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382662063012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382662067154
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382662069769
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662097549
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382662097552
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662097673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382662099953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382662106286
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1382662121464
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662123962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382662123965
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662124084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382662128554
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382662130294
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382662139785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382662139789
