what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1381276934685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276936880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276939921
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381276939938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276941697
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276941926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276943449
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276943958
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276950977
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1381276956817
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1381276962015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381276963862
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381276968122
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381276968125
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381276968252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276970709
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381276974090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381276979493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381276979817
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1381277049209
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1381277050343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277053023
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277058729
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381277058732
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277058851
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277062228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381277062231
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277062347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277064807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277065128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1381277079731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381277081343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1381277086417
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277088624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381277088629
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277088743
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277114554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381277114557
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277114673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277115974
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277116283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277118683
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277119946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277122416
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277154553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381277154557
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277154679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277158392
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277164179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277202691
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277219145
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1381277233000
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277238495
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381277238498
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277238619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1381277262666
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1381277284751
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277289670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381277289675
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277289794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277291920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277296010
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277331847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1381277331850
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381277331969
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277333949
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277334249
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277490570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277490885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277491142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277491335
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277491541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277491758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277491941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277492227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277492413
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277492611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277492806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277493019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277493366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277493623
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277493867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277494093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277494300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277494484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277494925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1381277495697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277611226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277611608
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1381277611991
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1381277612196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1381277613045
