what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382672683544
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672685691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382672685694
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672685809
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672689077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672690929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672692423
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672698121
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672701918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672786440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382672792260
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382672792696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382672793012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382672793235
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672793794
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382672793797
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672793914
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1382672797448
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672798522
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382672798525
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672798642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382672802246
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672802743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382672802747
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672802873
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672804269
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382672804272
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672804391
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672807263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672811517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1382672815986
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672816695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382672816699
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672816816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1382672821669
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672822003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382672822007
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382672822127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672823854
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382672825765
