what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1382660795583
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1382660795601
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1382660795619
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1382660795646
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1382660795652
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1382660795653
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1382660795661
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1382660795662
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1382660795698
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1382660795713
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1382660795714
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1382660795738
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1382660795748
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1382660795749
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1382660795781
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1382660795781
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1382660795834
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1382660795859
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1382660795860
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1382660795860
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1382660795886
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1382660795886
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1382660795897
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1382660795898
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1382660795929
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1382660795930
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1382660795944
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1382660795944
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1382660795978
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1382660796004
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1382660796031
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1382660796056
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1382660796060
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1382660796110
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1382660796138
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1382660796164
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1382660796202
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1382660796242
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1382660796273
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1382660796273
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1382660796284
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1382660796336
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1382660796338
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1382660796344
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1382660796349
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1382660796350
os,sysinfo,,,"macosx",1382660796354
arch,sysinfo,,,"x86",1382660796354
ws,sysinfo,,,"cocoa",1382660796354
locale,sysinfo,,,"en_US",1382660796354
processors,sysinfo,,,"8",1382660796354
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1382660796354
java.runtime.version,sysinfo,,,"1.6.0_51-b11-457-11M4509",1382660796354
java.specification.name,sysinfo,,,"Java Platform API Specification",1382660796354
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1382660796354
java.specification.version,sysinfo,,,"1.6",1382660796354
java.vendor,sysinfo,,,"Apple Inc.",1382660796354
java.version,sysinfo,,,"1.6.0_51",1382660796354
java.vm.info,sysinfo,,,"mixed mode",1382660796354
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1382660796354
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1382660796354
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1382660796354
java.vm.specification.version,sysinfo,,,"1.0",1382660796354
java.vm.vendor,sysinfo,,,"Apple Inc.",1382660796354
java.vm.version,sysinfo,,,"20.51-b01-457",1382660796354
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1382660797409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660797862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660802787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660806467
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1382660832878
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382660833035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660833078
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1382660833245
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1382660833252
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382660833891
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1382660837886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660840546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660927716
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1382660929743
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1382660933228
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1382660933556
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1382660933768
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1382660933961
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1382660934247
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1382660942253
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1382660942491
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1382660944214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1382660945348
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382660945350
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1382660945590
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1382660947150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660950120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660950975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660951985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660952040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660954213
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1382660954509
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1382660955509
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382660956127
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1382661027892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661027928
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661089213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382661091026
